short reference,DOI,authors,title,journal,year
"SHIMIZU, 1980",https://doi.org/10.2973/dsdp.proc.515253.134.1980,"SHIMIZU, H; MASUDA, A; TADAHIDE, U","DETERMINATION OF RARE-EARTH ELEMENTS IN LEG 51, SITE 417 SAMPLES",INIT REP DSDP,1980
"MARSCHALL, 2017",https://doi.org/10.1016/j.gca.2017.03.028,"MARSCHALL, H R; WANLESS, V D; SHIMIZU, N; POGGE VON STRANDMANN, P; ELLIOTT, T; MONTELEONE, B",THE BORON AND LITHIUM ISOTOPIC COMPOSITION OF MID-OCEAN RIDGE BASALTS AND THE MANTLE,GEOCHIM COSMOCHIM ACTA,2017
"HEAD, 2011",https://doi.org/10.1029/2011gc003699,"HEAD, E; SHAW, A M; WALLACE, P; SIMS, K W W; CARN, S","INSIGHT INTO VOLATILE BEHAVIOR AT NYAMURAGIRA VOLCANO (D.R. CONGO, AFRICA) THROUGH OLIVINE-HOSTED MELT INCLUSIONS","GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2011
"SEO, 2005",https://doi.org/10.1016/s1342-937x(05)71154-0,"SEO, J; CHOI, S-G; OH, C-W; KIM, S; SONG, S H","GENETIC IMPLICATIONS OF TWO DIFFERENT ULTRAMAFIC ROCKS FROM HONGSEONG AREA IN THE SOUTHWESTERN GYEONGGI MASSIF, SOUTH KOREA",GONDWANA RESEARCH,2005
"PETERSON, 2017",https://doi.org/10.1093/petrology/egx059,"PETERSON, M; SAAL, A E; KURZ, M D; HAURI, E H; BLUSZTAJN, J; HARPP, K S; WERNER, R; GEIST, D J",SUBMARINE BASALTIC GLASSES FROM THE GALAPAGOS ARCHIPELAGO: DETERMINING THE VOLATILE BUDGET OF THE MANTLE PLUME,JOURNAL OF PETROLOGY,2017
"REGELOUS, 1999",https://doi.org/10.1016/S0012-821X(99)00048-5,"REGELOUS, M; NIU, Y; WENDT, J I; BATIZA, R; GREIG, A; COLLERSON, K D",VARIATIONS IN THE GEOCHEMISTRY OF MAGMATISM ON THE EAST PACIFIC RISE AT 10 DEG 30 N SINCE 800 KA,EARTH PLANET SCI LETT,1999
"TAMURA, 2007",https://doi.org/10.1093/petrology/egm048,"TAMURA, Y; TANI, K; CHANG, Q; SHUKUNO, H; KAWABATA, H; ISHIZUKA, O; FISKE, R S","WET AND DRY BASALT MAGMA EVOLUTIONS AT TORISHIMA VOLCANO, IZU-BONIN ARC, JAPAN: THE POSSIBLE ROLE OF PHENGITE IN THE DOWNGOING SLAB",J PETROL,2007
"KOENIG, 2010",https://doi.org/10.1016/j.gca.2009.10.011,"KOENIG, S; MUENKER, C; SCHUTH, S; LUGUET, A; HOFFMANN, J E; KUDUON, J",BONINITES AS WINDOWS INTO TRACE ELEMENT MOBILITY IN SUBDUCTION ZONES,GEOCHIM COSMOCHIM ACTA,2010
"WYMAN, 2006",https://doi.org/10.1016/j.lithos.2005.12.005,"WYMAN, D A; AYER, J A; CONCEICAO, R V; SAGE, R P",MANTLE PROCESSES IN AN ARCHEAN OROGEN:  EVIDENCE FROM 2.67 GA DIAMOND-BEARING LAMPROPHYRES AND XENOLITHS,LITHOS,2006
"HARPP, 2005",https://doi.org/10.1093/petrology/egh064,"HARPP, K S; WANLESS, V D; OTTO, R H; HOERNLE, K; WERNER, R",THE COCOS AND CARNEGIE ASEISMIC RIDGES: A TRACE ELEMENT RECORD OF LONG-TERM PLUME-SPREADING CENTER INTERACTION,J PETROL,2005
"SHI, 2010",https://doi.org/10.1016/j.lithos.2010.03.006,"SHI, R D; GRIFFIN, W L; OREILLY, S Y; ZHAO, G-C; HUANG, Q S; LI, J; XU, J-F","EVOLUTION OF THE LÜLIANGSHAN GARNET PERIDOTITES IN THE NORTH QAIDAM UHP BELT, NORTHERN TIBETAN PLATEAU: CONSTRAINTS FROM RE–OS ISOTOPES",LITHOS,2010
"REGELOUS, 1999",https://doi.org/10.1016/S0012-821X(99)00048-5,"REGELOUS, M; NIU, Y; WENDT, J I; BATIZA, R; GREIG, A; COLLERSON, K D",VARIATIONS IN THE GEOCHEMISTRY OF MAGMATISM ON THE EAST PACIFIC RISE AT 10 DEG 30 N SINCE 800 KA,EARTH PLANET SCI LETT,1999
"PAN, 2003",https://doi.org/10.1029/2002gc000309,"PAN, Y; BATIZA, R","MAGMATIC PROCESSES UNDER MID-OCEAN RIDGES: A DETAILED, MINERALOGIC STUDY OF LAVAS FROM EAST PACIFIC RISE 9 DEG 30 MIN N, 10 DEG 30 MIN N, AND 11 DEG 20 MIN N",GEOCHEM GEOPHYS GEOSYST,2003
"NAYAK, 2016",https://doi.org/10.1016/j.chemer.2016.11.001,"NAYAK, S; RAO, D","PETROGENESIS AND GEOCHEMICAL CHARACTERISTICS OF PLAGIOGRANITES FROM NAGA OPHIOLITE BELT, NORTHEAST INDIA: FRACTIONAL CRYSTALLIZATION OF MORB-TYPE MAGMA",CHEMIE DER ERDE,2016
"NGWA, 2017",https://doi.org/10.1016/j.lithos.2017.06.028,"NGWA, C; HANSTEEN, T H; DEVEY, C W; VAN DER ZWAN, F M; SUH, C","ORIGIN AND EVOLUTION OF PRIMITIVE MELTS FROM THE DEBUNSCHA MAAR, CAMEROON: CONSEQUENCES FOR MANTLE SOURCE HETEROGENEITY WITHIN THE CAMEROON VOLCANIC LINE",LITHOS,2017
"KELLEY, 2013",https://doi.org/10.1002/ggge.20049,"KELLEY, K A; KINGSLEY, R H; SCHILLING, J-G","COMPOSITION OF PLUME-INFLUENCED MID-OCEAN RIDGE LAVAS AND GLASSES FROM THE MID-ATLANTIC RIDGE, EAST PACIFIC RISE, GALAPAGOS SPREADING CENTER, AND GULF OF ADEN",GEOCHEM GEOPHYS GEOSYST,2013
"WHITE, 1993",https://doi.org/10.1029/93JB02018,"WHITE, W M; MCBIRNEY, A R; DUNCAN, R A",PETROLOGY AND GEOCHEMISTRY OF THE GALAPAGOS ISLANDS: PORTRAIT OF A PATHOLOGICAL MANTLE PLUME,J GEOPHYS RES,1993
"WHITE, 1993",https://doi.org/10.1016/0012-821X(93)90223-V,"WHITE, W M",238U/204PB IN MORB AND OPEN SYSTEM EVOLUTION OF THE DEPLETED MANTLE,EARTH PLANET SCI LETT,1993
"WHITE, 1993",https://doi.org/10.1038/366261a0,"WHITE, T; SUWA, G; HART, WILLIAM; WALTER, R; WOLDEGABRIEL, G; DE HEINZELIN, J; DESMOND CLARK, J; ASFAW, B; VRBA, E",NEW DISCOVERIES OF AUSTRALOPITHECUS AT MAKA IN ETHIOPIA,NATURE,1993
"PAULICK, 2010",https://doi.org/10.1016/j.epsl.2010.05.009,"PAULICK, H; MUENKER, C; SCHUTH, S",THE INFLUENCE OF SMALL-SCALE MANTLE HETEROGENEITIES ON MID-OCEN RIDGE VOLCANISM: EVIDENCE FROM THE SOUTHERN MID-ATLANTIC RIDGE (7DEG30MIN S TO 11DEG30MIN S) AND ASCENSION ISLAND,EARTH PLANET SCI LETT,2010
"SONG, 2009",https://doi.org/10.1016/j.gca.2008.12.008,"SONG, S; SU, L; NIU, Y; LAI, Y; ZHANG, L",CH4 INCLUSIONS IN OROGENIC HARZBURGITE: EVIDENCE FOR REDUCED SLAB FLUIDS AND IMPLICATION FOR REDOX MELTING IN MANTLE WEDGE,GEOCHIM COSMOCHIM ACTA,2009
"REGELOUS, 2016",https://doi.org/10.1016/j.epsl.2016.05.017,"REGELOUS, M; WEINZIERL, C; HAASE, K M",CONTROLS ON MELTING AT SPREADING RIDGES FROM CORRELATED ABYSSAL PERIDOTITE – MID-OCEAN RIDGE BASALT COMPOSITIONS,EARTH PLANET SCI LETT,2016
"HARPP, 2001",https://doi.org/10.1029/2000gc000137,"HARPP, K S; WHITE, W M",TRACING A MANTLE PLUME: ISOTOPIC AND TRACE ELEMENT VARIATIONS OF GALAPAGOS SEAMOUNTS,GEOCHEM GEOPHYS GEOSYST,2001
"WU, 2006",https://doi.org/10.1016/j.gca.2006.07.014,"WU, F-Y; WALKER, R J; YANG, Y-H; YUAN, H-L; YANG, J-H",THE CHEMICAL-TEMPORAL EVOLUTION OF LITHOSPHERIC MANTLE UNDERLYING THE NORTH CHINA CRATON,GEOCHIM COSMOCHIM ACTA,2006
"KHEDR, 2014",https://doi.org/10.1016/j.gr.2013.05.010,"KHEDR, M; ARAI, S; PYTHON, M; TAMURA, A",CHEMICAL VARIATIONS OF ABYSSAL PERIDOTITES IN THE CENTRAL OMAN OPHIOLITE: EVIDENCE OF OCEANIC MANTLE HETEROGENEITY,GONDWANA RESEARCH,2014
"MALASPINA, 2006",https://doi.org/10.1016/j.epsl.2006.07.017,"MALASPINA, N; TAKAHASHI, T; SCAMBELLURI, M; COMPAGNONI, R","POLYPHASE INCLUSIONS IN GARNET–ORTHOPYROXENITE (DABIE SHAN, CHINA) AS MONITORS FOR METASOMATISM AND FLUID-RELATED TRACE ELEMENT TRANSFER IN SUBDUCTION ZONE PERIDOTITE",EARTH PLANET SCI LETT,2006
"MCCOY-WEST, 2015",https://doi.org/10.1093/petrology/egv011,"MCCOY-WEST, A; BENNETT, V C; ONEILL, H ST C; HERMANN, J; PUCHTEL, I S","THE INTERPLAY BETWEEN MELTING, REFERTILIZATION AND CARBONATITE METASOMATISM IN OFF-CRATONIC LITHOSPHERIC MANTLE UNDER ZEALANDIA: AN INTEGRATED MAJOR, TRACE AND PLATINUM GROUP ELEMENT STUDY",J PETROL,2015
"IONOV, 2005",https://doi.org/10.1016/j.chemgeo.2004.12.001,"IONOV, D A; ASHCHEPKOV, I V; JAGOUTZ, E","THE PROVENANCE OF FERTILE OFF-CRATON LITHOSPHERIC MANTLE:  Sr-Nd ISOTOPE AND CHEMICAL COMPOSITION OF GARNET AND SPINEL PERIDOTITE XENOLITHS FROM VITIM, SIBERIA",CHEMICAL GEOLOGY,2005
"IONOV, 2005",https://doi.org/10.1016/j.gca.2004.11.008,"IONOV, D A; BLICHERT-TOFT, J; WEIS, D",Hf ISOTOPE COMPOSITIONS AND HREE VARIATIONS IN OFF-CRATON GARNET AND SPINEL PERIDOTITE XENOLITHS FROM CENTRAL ASIA,GEOCHIM COSMOCHIM ACTA,2005
"BACH, 1996",https://doi.org/10.2973/odp.proc.sr.148.114.1996,"BACH, W; ERZINGER, J; ALT, J C; TEAGLE, D A H","CHEMISTRY OF THE LOWER SHEETED DIKE COMPLEX, HOLE 504B (LEG 148): INFLUENCE OF MAGMATIC DIFFERENTIATION AND HYDROTHERMAL ALTERATION","PROC ODP, SCI RESULTS",1996
"BACH, 1996",https://doi.org/10.1016/0012-821X(96)00095-7,"BACH, W; ERZINGER, J; DOSSO, L; BOLLINGER, C; BOUGAULT, H; ETOUBLEAU, J; SAUERWEIN, J","UNUSUALLY LARGE NB-TA DEPLETIONS IN NORTH CHILE RIDGE BASALTS AT 36 DEGREE 50Õ TO 38 DEGREE 56ÕS; MAJOR ELEMENT, TRACE ELEMENT, AND ISOTOPIC DATA",EARTH PLANET SCI LETT,1996
"KROLIKOWSKA-CIAGLO, 2005",https://doi.org/10.1029/2004gc000802,"KROLIKOWSKA-CIAGLO, S; HAUFF, F; HOERNLE, K","SR-ND ISOTOPE SYSTEMATICS IN 14-28 MA LOW-TEMPERATURE ALTERED MID-OCEAN RIDGE BASALT FROM THE AUSTRALIAN ANTARCTIC DISCORDANCE, OCEAN DRILLING PROGRAM LEG 187",GEOCHEM GEOPHYS GEOSYST,2005
"RIVERA, 2020",https://doi.org/10.1093/petrology/egaa108,"RIVERA, T; WHITE, C; SCHMITZ, M; JICHA, B","PETROGENESIS OF PLEISTOCENE BASALTS FROM THE WESTERN SNAKE RIVER PLAIN, IDAHO",JOURNAL OF PETROLOGY,2020
"EWART, 1994",https://doi.org/10.2973/odp.proc.sr.135.141.1994,"EWART, A; BRYAN, W B; CHAPPELL, B W; RUDNICK, R L",REGIONAL GEOCHEMISTRY OF THE LAU-TONGA ARC AND BACKARC SYSTEMS,"PROC ODP, SCI RESULTS",1994
"EWART, 1994",https://doi.org/10.2973/odp.proc.sr.135.161.1994,"EWART, A; HERGT, J M; HAWKINS, J W","MAJOR ELEMENT, TRACE ELEMENT, AND ISOTOPE (PB, SR, AND ND) GEOCHEMISTRY OF SITE 839 BASALTS AND BASALTIC ANDESITES: IMPLICATIONS FOR ARC VOLCANISM","PROC ODP, SCI RESULTS",1994
"EWART, 1994",https://doi.org/10.2973/odp.proc.sr.135.146.1994,"EWART, A; GRIFFIN, B J",PROTON-MICROPROBE TRACE ELEMENT STUDY OF SELECTED LEG 135 CORE SAMPLES,"PROC ODP, SCI RESULTS",1994
"HARRISON, 2003",https://doi.org/10.1144/gsl.sp.2003.219.01.16,"HARRISON, D; LEAT, P T; BURNARD, P; TURNER, G; FRETZDORFF, S; MILLAR, I L","RESOLVING MANTLE COMPONENTS IN OCEANIC LAVAS FROM SEGMENT E2 OF THE EAST SCOTIA BACK-ARC RIDGE, SOUTH SANDWICH ISLANDS",GEOL SOC LONDON SPEC PUB,2003
"WEI, 2020",https://doi.org/10.1016/j.chemgeo.2020.119858,"WEI, X; ZHANG, G-L; CASTILLO, P R; SHI, X; YAN, Q; GUAN, Y",NEW GEOCHEMICAL AND SR-ND-PB ISOTOPE EVIDENCE FOR FOZO AND AZORES PLUME COMPONENTS IN THE SOURCES OF DSDP HOLES 559 AND 561 MORBS,CHEMICAL GEOLOGY,2020
"BELLOT, 2018",https://doi.org/10.1016/j.chemgeo.2018.09.006,"BELLOT, N; BOYET, M; DOUCELANCE, R; BONNAND, P; SAVOV, I P; PLANK, T; ELLIOTT, T",ORIGIN OF NEGATIVE CERIUM ANOMALIES IN SUBDUCTION-RELATED VOLCANIC SAMPLES: CONSTRAINTS FROM CE AND ND ISOTOPES,CHEMICAL GEOLOGY,2018
"CHEN, 1995",https://doi.org/10.1016/0024-4937(95)00018-6,"CHEN, W; ARCULUS, R J","GEOCHEMICAL AND ISOTOPIC CHARACTERISTICS OF LOWER CRUSTAL XENOLITHS, SAN FRANCISCO VOLCANIC FIELD, ARIZONA, U.S.A.",LITHOS,1995
"GILL, 1992",https://doi.org/10.2973/odp.proc.sr.126.145.1992,"GILL, J B; SEALES, C; THOMPSON, P; HOCHSTAEDTER, A G; DUNLAP, C","PETROLOGY AND GEOCHEMISTRY OF PLIOCENE-PLEISTOCENE VOLCANIC ROCKS FROM THE IZU ARC, LEG 126","PROC ODP, SCI RESULTS",1992
"WITTIG, 2008",https://doi.org/10.1016/j.epsl.2008.06.034,"WITTIG, N; PEARSON, D G; WEBB, M; OTTLEY, C J; IRVINE, G J; KOPYLOVA, M G; JENSEN, S M; NOWELL, G M","ORIGIN OF CRATONIC LITHOSPHERIC MANTLE ROOTS: A GEOCHEMICAL STUDY OF PERIDOTITES FROM THE NORTH ATLANTIC CRATON, WEST GREENLAND",EARTH PLANET SCI LETT,2008
"YANG YANG, 2021",https://doi.org/10.1038/s41467-021-25027-2,"YANG YANG, A; LANGMUIR, C H; CAI, Y; MICHAEL, P J; GOLDSTEIN, S L; CHEN, Z",A SUBDUCTION INFLUENCE ON OCEAN RIDGE BASALTS OUTSIDE THE PACIFIC SUBDUCTION SHIELD,NATURE COMMUNICATIONS,2021
"GOSS, 2010",https://doi.org/10.1029/2009gc002977,"GOSS, A R; PERFIT, M R; RIDLEY, W I; RUBIN, K H; KAMENOV, G D; SOULE, S A; FUNDIS, A; FORNARI, D J","GEOCHEMISTRY OF LAVAS FROM THE 2005-2006 ERUPTION AT THE EAST PACIFIC RISE, 9DEG46MIN N-9DEG56MIN N: IMPLICATIONS FOR RIDGE CREST PLUMBING AND DECADAL CHANGES IN MAGMA CHAMBER COMPOSITIONS",GEOCHEM GEOPHYS GEOSYST,2010
"GODARD, 2009",https://doi.org/10.1016/j.epsl.2008.12.034,"GODARD, M; AWAJI, S; HANSEN, H; HELLEBRAND, E; BRUNELLI, D; JOHNSON, K; YAMASAKI, T; MAEDA, J; ABRATIS, M; CHRISTIE, D M; KATO, Y; MARIET, C; ROSNER, M","GEOCHEMISTRY OF A LONG IN-SITU SECTION OF INTRUSIVE SLOW-SPREAD OCEANIC LITHOSPHERE: RESULTS FROM IODP SITE U1309 (ATLANTIS MASSIF, 30 DEGREES N MID-ATLANTIC-RIDGE)",EARTH PLANET SCI LETT,2009
"SOAGER, 2014",https://doi.org/10.1016/j.lithos.2014.11.026,"SOAGER, N; HOLM, P M; THIRLWALL, M F","SR, ND, PB AND HF ISOTOPIC CONSTRAINTS ON MANTLE SOURCES AND CRUSTAL CONTAMINANTS IN THE PAYENIA VOLCANIC PROVINCE, ARGENTINA",LITHOS,2014
"LAWLEY, 2020",https://doi.org/10.1016/j.chemgeo.2020.119464,"LAWLEY, C; PEARSON, D G; WATERTON, P; ZAGOREVSKI, A; BEDARD, J; JACKSON, S E; PETTS, D; KJARSGAARD, B A; ZHANG, S; WRIGHT, D",ELEMENT AND ISOTOPIC SIGNATURE OF RE-FERTILIZED MANTLE PERIDOTITE AS DETERMINED BY NANOPOWDER AND OLIVINE LA-ICPMS ANALYSES,CHEMICAL GEOLOGY,2020
"STRONCIK, 2011",https://doi.org/10.1038/ngeo1121,"STRONCIK, N; DEVEY, C W",RECYCLED GABBRO SIGNATURE IN HOTSPOT MAGMAS UNVEILED BY PLUME-RIDGE INTERACTIONS,NATURE GEOSCIENCE,2011
"MERLE, 2011",https://doi.org/10.1016/j.lithos.2010.12.010,"MERLE, R; MARZOLI, A; BERTRAND, H; REISBERG, L R; VERATI, C; ZIMMERMAN, C; CHIARADIA, M; BELLIENI, G; ERNESTO, M",40Ar/39Ar AGES AND Sr-Nd-Pb-Os GEOCHEMISTRY OF CAMP THOLEIITES FROM WESTERN MARANHAO BASIN (NE BRAZIL),LITHOS,2011
"CHRISTIE, 1995",https://doi.org/10.2973/odp.proc.sr.144.028.1995,"CHRISTIE, D M; DIEU, J; GEE, J",PETROLOGIC STUDIES OF BASEMENT LAVAS FROM NORTHWEST PACIFIC GUYOTS,"PROC ODP, SCI RESULTS",1995
"USUI, 2006",https://doi.org/10.1093/petrology/egi101,"USUI, T; HELMSTAEDT, H",PETROLOGY AND GEOCHEMISTRY OF ECLOGITE XENOLITHS FROM THE COLORADO PLATEAU:  IMPLICATIONS FOR THE EVOLUTION OF SUBDUCTED OCEANIC CRUST,J PETROL,2006
"PETERS, 2017",https://doi.org/10.1016/j.epsl.2017.08.042,"PETERS, B J; DAY, J M D; GREENWOOD, R C; HILTON, D R; GIBSON, J; FRANCHI, I",HELIUM–OXYGEN–OSMIUM ISOTOPIC AND ELEMENTAL CONSTRAINTS ON THE MANTLE SOURCES OF THE DECCAN TRAPS,EARTH AND PLANETARY SCIENCE LETTERS,2017
"PAQUET, 2019",https://doi.org/10.1016/j.gca.2019.06.039,"PAQUET, M; DAY, J M D; CASTILLO, P R",OSMIUM ISOTOPE EVIDENCE FOR A HETEROGENEOUS 3HE\/4HE MANTLE PLUME BENEATH THE JUAN FERNANDEZ ISLANDS,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"CHRISTIE, 2005",https://doi.org/10.1029/2004gc000714,"CHRISTIE, D M; WERNER, R; HAUFF, F; HANAN, B B",MORPHOLOGICAL AND GEOCHEMICAL VARIATIONS ALONG THE EASTERN GALAPAGOS SPREADING CENTER,GEOCHEM GEOPHYS GEOSYST,2005
"COUSENS, 1999",https://doi.org/10.1139/e99-008,"COUSENS, B L; DOSTAL, J; HAMILTON, T S","A NEAR-RIDGE ORIGIN FOR THE SEAMOUNTS AT THE SOUTHERN TERMINUS OF THE PRATT-WELKER SEAMOUNT CHAIN, NORTHEAST PACIFIC OCEAN",CAN J EARTH SCI,1999
"PETERSEN, 2002",https://doi.org/10.2113/gsecongeo.97.8.1795,"PETERSEN, S; HERZIG, P M; HANNINGTON, M D; JONASSON, I R; ARRIBAS, A","SUBMARINE GOLD MINERALIZATION NEAR LIHIR ISLAND, NEW IRELAND FORE-ARC, PAPUA NEW GUINEA",ECON GEOL,2002
"SCHUTH, 2004",https://doi.org/10.1007/s00410-004-0604-0,"SCHUTH, S; ROHRBACH, A; MUENKER, C; BALLHAUS, C; GARBE-SCHÖNBERG, D; QOPOTO, C","GEOCHEMICAL CONSTRAINTS ON THE PETROGENESIS OF ARC PICRITES AND BASALTS, NEW GEORGIA GROUP, SOLOMON ISLANDS",CONTRIB MINERAL PETROL,2004
"COTTRELL, 2013",https://doi.org/10.1126/science.1233299,"COTTRELL, E; KELLEY, K A",REDOX HETEROGENEITY IN MID-OCEAN RIDGE BASALTS AS A FUNCTION OF MANTLE SOURCE,SCIENCE,2013
"DAI, 2011",https://doi.org/10.1016/j.chemgeo.2011.07.011,"DAI, J-G; WANG, C-S; HEBERT, R; SANTOSH, M; LI, Y-L; XU, J-Y","PETROLOGY AND GEOCHEMISTRY OF PERIDOTITES IN THE ZHONGBA OPHIOLITE, YARLUNG ZANGBO SUTURE ZONE: IMPLICATIONS FOR THE EARLY CRETACEOUS INTRA-OCEANIC SUBDUCTION ZONE WITHIN THE NEO-TETHYS",CHEMICAL GEOLOGY,2011
"ROBERTS, 2002",https://www.repository.cam.ac.uk/handle/1810/251861,"ROBERTS, M","THE GEOCHEMICAL AND VOLCANOLOGICAL EVOLUTION OF THE MT. MERU REGION, NORTHERN TANZANIA",DOCTORAL THESIS,2002
"ALLAN, 1996",https://doi.org/10.2973/odp.proc.sr.147.009.1996,"ALLAN, J F; DICK, H J B",CR-RICH SPINEL AS A TRACER FOR MELT MIGRATION AND MELT-WALL ROCK INTERACTION IN THE MANTLE: HESS DEEP LEG 147,"PROC ODP, SCI RESULTS",1996
"ALLAN, 1996",https://doi.org/10.2973/odp.proc.sr.147.010.1996,"ALLAN, J F; FALLOON, T J; PEDERSEN, R B; LAKKAPRAGADA, B S; NATLAND, J H; MALPAS, J",PETROLOGY OF SELECTED LEG 147 BASALTIC LAVAS AND DIKES,"PROC ODP, SCI RESULTS",1996
"YANG YANG, 2013",https://doi.org/10.1016/j.lithos.2013.07.020,"YANG YANG, A; ZHAO, T-P; ZHOU, M-F; DENG, X-G; WANG, G-Q",Os ISOTOPIC COMPOSITIONS OF MORBS FROM THE ULTRA-SLOW SPREADING SOUTHWEST INDIAN RIDGE,LITHOS,2013
"MCGEE, 2015",https://doi.org/10.1016/j.chemgeo.2015.09.023,"MCGEE, L; MCLEOD, C L; DAVIDSON, J P","A SPECTRUM OF DISEQUILIBRIUM MELTING PRESERVED IN LAVA-HOSTED, PARTIALLY MELTED CRUSTAL XENOLITHS FROM THE WUDALIANCHI VOLCANIC FIELD, NE CHINA",CHEMICAL GEOLOGY,2015
"PEARCE, 2014",https://doi.org/10.1016/j.gloplacha.2014.08.017,"PEARCE, J A; HASTIE, A R; LEAT, P T; DALZIEL, I W; LAWVER, L; BARKER, P F; MILLAR, I L; BARRY, T L; BEVINS, R E",COMPOSITION AND EVOLUTION OF THE ANCESTRAL SOUTH SANDWICH ARC: IMPLICATIONS FOR THE FLOW OF DEEP OCEAN WATER AND MANTLE THROUGH THE DRAKE PASSAGE GATEWAY,GLOBAL AND PLANETARY CHANGE,2014
"ISHIZUKA, 2011",https://doi.org/10.1016/j.epsl.2011.04.006,"ISHIZUKA, O; TANI, K; REAGAN, M K; KANAYAMA, K; UMINO, S; HARIGANE, Y; SAKAMOTO, I K; MIYAJIMA, Y; YUASA, M; DUNKLEY, P N",THE TIMESCALE OF SUBDUCTION INITIATION AND SUBSEQUENT EVOLUTION OF AN OCEANIC ISLAND ARC,EARTH PLANET SCI LETT,2011
"HEFT, 2008",https://doi.org/10.1029/2007gc001926,"HEFT, K; GILLIS, K M; POLLOCK, M A; KARSON, J A; KLEIN, E M",ROLE OF UPWELLING HYDROTHERMAL FLUIDS IN THE DEVELOPMENT OF ALTERATION PATTERNS AT FAST SPREADING RIDGES: EVIDENCE FROM THE SHEETED DIKE COMPLEX AT PITO DEEP,GEOCHEM GEOPHYS GEOSYST,2008
"LEYBOURNE, 1991",https://doi.org/10.1029/91JB00595,"LEYBOURNE, M I; VAN WAGONER, N A","HECK AND HECKLE SEAMOUNTS, NORTHEAST PACIFIC OCEAN: HIGH EXTRUSION RATES OF PRIMITIVE AND HIGHLY DEPLETED MID-OCEAN RIDGE BASALT ON OFF-RIDGE SEAMOUNTS",J GEOPHYS RES,1991
"BILONG, 2010",https://doi.org/10.1016/j.chemer.2010.07.001,"BILONG, P; NDJIGUI, P-D; TEMDJIM, R; SABABA, E",GEOCHEMISTRY OF PERIDOTITE AND GRANITE XENOLITHS DURING THE EARLY STAGE OF WEATHERING IN THE NYOS VOLCANIC REGION (NW CAMEROON): IMPLICATIONS FOR PGE EXPLORATION,CHEMIE DER ERDE,2010
"POUCLET, 1992",https://doi.org/10.2973/odp.proc.sr.127128-2.197.1992,"POUCLET, A G; BELLON, H","GEOCHEMISTRY AND ISOTOPIC COMPOSITION OF VOLCANIC ROCKS FROM THE YAMATO BASIN: HOLE 749D, SEA OF JAPAN","PROC ODP, SCI RESULTS",1992
"HAASE, 1996",https://doi.org/10.1007/s004100050152,"HAASE, K M; DEVEY, C W; MERTZ, D F; STOFFERS, P; GARBE-SCHÖNBERG, D","GEOCHEMISTRY OF LAVAS FROM MOHNS RIDGE, NORWEGIAN-GREENLAND SEA: IMPLICATIONS FOR MELTING CONDITIONS AND MAGMA SOURCES NEAR JAN MAYEN",CONTRIB MINERAL PETROL,1996
"MACHIDA, 2014",https://doi.org/10.2343/geochemj.2.0320,"MACHIDA, S; ORIHASHI, Y; MAGNANI, M; NEO, N; WILSON, S; TANIMIZU, M; YONEDA, S; YASUDA, A; TAMAKI, K",REGIONAL MANTLE HETEROGENEITY REGULATES MELT PRODUCTION ALONG THE REUNION HOTSPOT-INFLUENCED CENTRAL INDIAN RIDGE,GEOCHEM J,2014
"REGELOUS, 2003",https://doi.org/10.1093/petrology/44.1.113,"REGELOUS, M; HOFMANN, A W; ABOUCHAMI, W; GALER, S J G","GEOCHEMISTRY OF LAVAS FROM THE EMPEROR SEAMOUNTS, AND THE GEOCHEMICAL EVOLUTION OF HAWAIIAN MAGMATISM FROM 85 TO 42 MA",J PETROL,2003
"LAWSON, 1996",https://doi.org/10.1144/GSL.SP.1996.118.01.05,"LAWSON, K; SEARLE, R C; PEARCE, J A; BROWNING, P; KEMPTON, P D",DETAILED VOLCANIC GEOLOGY AND GEOCHEMISTRY OF THE MARNOCK AREA (MID-ATLANTIC RIDGE NORTH OF KANE TRANSFORM),GEOL SOC AMER SPEC PUB,1996
"HOERNLE, 1999",https://doi.org/10.2973/odp.proc.sr.161.264.1999,"HOERNLE, K; VAN DEN BOGAARD, P; DUGGEN, S; MOCEK, B; GARBE-SCHÖNBERG, D",EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: AR40_AR39 DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A,"PROC ODP, SCI RESULTS",1999
"AREVALO JR, 2009",https://doi.org/10.1016/j.epsl.2008.12.023,"AREVALO JR, R; MCDONOUGH, W F; LUONG, M","THE K/U RATIO OF THE SILICATE EARTH: INSIGHTS INTO MANTLE COMPOSITION, STRUCTURE AND THERMAL EVOLUTION",EARTH PLANET SCI LETT,2009
"KIM, 2017",https://doi.org/10.1002/2016gc006673,"KIM, J; PAK, S J; MOON, J-W; LEE, S-M; OH, J; STUART, F M",MANTLE HETEROGENEITY IN THE SOURCE REGION OF MID-OCEAN RIDGE BASALTS ALONG THE NORTHERN CENTRAL INDIAN RIDGE (8°S-17°S),GEOCHEM GEOPHYS GEOSYST,2017
